Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
213;;Actuação dos grupos “Prince Wadada”, “Cool Hipnoise” e “Riddim Culture Sound System”;;Ajuste directo;02/09/2008;;;1 dias;;30.544,41 €;;Câmara Municípal de Loulé;502098139;283;Algarpalcos, Lda.;505009145;287;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Actuação dos grupos “Prince Wadada”, “Cool Hipnoise” e “Riddim Culture Sound System”;;;;;
214;;Prestação de Serviços – espectáculo musical grupo Per7ume;;Ajuste directo;02/09/2008;;;1 dias;;7.650,00 €;7.650,00 €;Câmara Municipal de Coruche;506722422;288;Já Produções, Lda.;504814630;289;;;;Não Preenchido;Não aplicável;;;Prestação de Serviços – espectáculo musical grupo Per7ume;;Não houve alteração;;;
215;;Fornecimento e montagem de 1 bomba Grundfos SP 77-4;;Ajuste directo;02/09/2008;;;1 dias;;5.355,10 €;;Câmara Municípal de Benavente;506676056;56;Multirregas de Carlos Augusto M . Boto;182930670;291;;;;Alínea c) do nº1 do artº 24º do D.L.18/08, de 29 de Janeiro;Não aplicável;;;Fornecimento e montagem de 1 bomba Grundfos SP 77-4;;;;;
216;;Execução de pinturas interiores da Escola Primária de Pinhel.;;Ajuste directo;02/09/2008;;;30 dias;;7.200,00 €;;Câmara Municípal de Pinhel;506787249;126;Construções Jaime Mendo – Sociedade Unipessoal, Lda.;505616297;293;;;;Alínea f) nº.1 artigo 27º. do CCP;Não aplicável;;;Execução de pinturas interiores da Escola Primária de Pinhel.;;;;;
217;;Consultoria na área das Artes Performativas;;Ajuste directo;02/09/2008;;;153 dias;;19.800,00 €;;Instituto Camões;502833530;294;Espuma dos Dias, Unipessoal, Lda.;507019318;295;;;;Não Preenchido;Não aplicável;;;Consultoria na área das Artes Performativas;;;;;
218;;Consultoria para  criação de uma ferramenta de difusão da língua e cultura portuguesas;;Ajuste directo;02/09/2008;;;334 dias;;11.520,00 €;;Instituto Camões;502833530;294;Duarte Mega Ferreira Rodrigues Azinheira;200739735;296;;;;Não Preenchido;Não aplicável;;;Consultoria para  criação de uma ferramenta de difusão da língua e cultura portuguesas;;;;;
219;;"Centro de Apoio a Micro Empresas / Adaptação do Projecto Tipo às Necessidades Específicas do Centro de 
Montemor-o-Novo";;Ajuste directo;03/09/2008;;;55 dias;;6.900,00 €;;Câmara Municípal de Montemor-o-Novo;506609553;297;Adral, S.A.;504236091;298;;;;Alínea e) do n.º 1 do art.º 24 do Decreto-Lei 18/2008, de 29 de Janeiro.;Não aplicável;;;"Centro de Apoio a Micro Empresas / Adaptação do Projecto Tipo às Necessidades Específicas do Centro de 
Montemor-o-Novo";;;;;
220;;Rebobinagem de um motor eléctrico;;Ajuste directo;03/09/2008;;;4 dias;;5.735,00 €;;Arsenal do Alfeite;600000125;299;Fernando ª Lemos, Lda;501347887;300;;;;Alínea c) do n.º 1 do art.º 24.º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Rebobinagem de um motor eléctrico;;;;;
221;;Aluguer de monoblocos (construção modular pré fabricada para sala de aulas);;Ajuste directo;03/09/2008;;;365 dias;;5.490,00 €;;Câmara Municipal de Vizela;505985217;301;Movex III – Aluguer e Venda de Módulos Pré Fabricados e Mobiliário Urbano, S.A.;505296713;302;;;;Não Preenchido;Não aplicável;;;Aluguer de monoblocos (construção modular pré fabricada para sala de aulas);True;;;;
223;;Pavimentação do “Caminho de ligação do Pocinho à zona das Frieiras”;Empreitadas de obras públicas;Ajuste directo;03/09/2008;02/09/2008;27/04/2009;60 dias;Portugal, Guarda, Vila Nova de Foz Coa;68.991,08 €;61.991,08 €;Câmara Municipal de Vila Nova de Foz Côa;506829197;304;João Veiga – Construções, LDA;506064263;305;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;45432110-8, Obras de pavimentação;Pavimentação do “Caminho de ligação do Pocinho à zona das Frieiras”;;;Trabalhos a menos;;
225;;Arranjos Exteriores da Casa do Artista (Pocinho);Empreitadas de obras públicas;Ajuste directo;03/09/2008;02/09/2008;24/04/2009;60 dias;Portugal, Guarda, Vila Nova de Foz Coa;57.125,40 €;53.729,06 €;Câmara Municipal de Vila Nova de Foz Côa;506829197;304;João Veiga – Construções, LDA;506064263;305;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;45432110-8, Obras de pavimentação;Arranjos Exteriores da Casa do Artista (Pocinho);;;Trabalhos a menos;;
227;;Fornecimento e instalação de Iluminações e Ornamentações;Aquisição de serviços;Ajuste directo;03/09/2008;21/08/2008;24/10/2008;10 dias;Portugal, Aveiro, Murtosa;8.250,00 €;8.250,00 €;Câmara Municipal da Murtosa;506791238;308;Iluminações Valguense, L.da;505502275;309;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;71318100-1, Serviços de iluminação natural e artificial;Fornecimento e instalação de Iluminações e Ornamentações;;;;;
229;;Espectáculo com Boss Ac, dia 04/09/2008 no âmbito da Feira da Luz/2008;;Ajuste directo;03/09/2008;;;1 dias;;16.000,00 €;;Câmara Municípal de Montemor-o-Novo;506609553;297;Praça das Flores – Produção de Espectáculos, Lda.;503207012;311;;;;Alínea e) do n.º 1 do art. 24º do Decreto-lei n.º 18/2008, de 29 de Janeiro.;Não aplicável;;;Espectáculo com Boss Ac, dia 04/09/2008 no âmbito da Feira da Luz/2008;;;;;
230;;Aquisição de serviços de Manutenção Geral;;Ajuste directo;03/09/2008;;;365 dias;;19.440,00 €;;Instituto das Tecnologias de Informação na Justiça;505478471;312;Servac, Assistência a Ar Condicionado, Lda.;501707328;313;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços de Manutenção Geral;;;;;
231;;Espectáculo com Joana Amendoeira no dia 05 de Setembro no âmbito da Feira da Luz/2008;;Ajuste directo;03/09/2008;;;1 dias;;8.750,00 €;;Câmara Municípal de Montemor-o-Novo;506609553;297;Helder Moutinho, Lda.;504174142;314;;;;Alínea e) do n.º 1, art. 24º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Espectáculo com Joana Amendoeira no dia 05 de Setembro no âmbito da Feira da Luz/2008;;;;;
232;;Espectáculo com o grupo “Hands On Approach”;;Ajuste directo;03/09/2008;;;1 dias;;10.000,00 €;;Câmara Municípal de Alandroal;506772527;91;Oficina da Ilusão – Produção de Espectáculos, Lda.;504306332;205;;;;Alínea e) do n.º1, Artº. 24º, do Decreto-lei n.º 18/2008 de 29/01/2008;Não aplicável;;;Espectáculo com o grupo “Hands On Approach”;;;;;
233;;Espectáculo com o grupo “Mesa”;;Ajuste directo;03/09/2008;;;1 dias;;9.750,00 €;;Câmara Municípal de Alandroal;506772527;91;Oficina da Ilusão – Produção de Espectáculos, Lda.;504306332;205;;;;Alínea e) do n.º1, Artº. 24º, do Decreto-lei n.º 18/2008 de 29/01/2008;Não aplicável;;;Espectáculo com o grupo “Mesa”;;;;;
234;;Aquisição de equipamento informático, designadamente 9 computadores tipo PC e 1 dispositivo de segurança tipo Gatedefender;;Ajuste directo;03/09/2008;;;20 dias;;7.899,00 €;;Direcção Regional dos Assuntos Culturais da Secretaria Regional de Educação e Cultura do Governo Regional da Madeira;671000497;316;MC-Computadores, S.A.;511021380;317;;;;Não Preenchido;Não aplicável;;;Aquisição de equipamento informático, designadamente 9 computadores tipo PC e 1 dispositivo de segurança tipo Gatedefender;;;;;
235;;Aquisição de 600 resmas de papel A4 branco;;Ajuste directo;03/09/2008;;;3 dias;;1.386,00 €;;Câmara Municípal de Loulé;502098139;283;Albano R. N. Alves, Lda.;505076780;318;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 600 resmas de papel A4 branco;;;;;
236;;Aquisição de Fax Nashuatec modelo F 110;;Ajuste directo;03/09/2008;;;3 dias;;392,50 €;;Câmara Municípal de Loulé;502098139;283;Beltrão Coelho (Algarve) Equipamento de Escritório, Lda.;502098317;122;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de Fax Nashuatec modelo F 110;;;;;
237;;Aquisição de 3 impressoras;;Ajuste directo;03/09/2008;;;3 dias;;1.100,00 €;;Câmara Municípal de Loulé;502098139;283;Algardata – Sistemas Informáticos, S.A.;502420227;320;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 3 impressoras;;;;;
238;;Aquisição de hardware;;Ajuste directo;03/09/2008;;;3 dias;;109,90 €;;Câmara Municípal de Loulé;502098139;283;Visual Forma, Lda.;503536717;321;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de hardware;;;;;
239;;Aquisição de Software;;Ajuste directo;03/09/2008;;;3 dias;;3.066,00 €;;Câmara Municípal de Loulé;502098139;283;Link Consulting – Tecnologias de Informação, S.A.;504551221;48;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de Software;;;;;
240;;Programa de Apoio à Realização de Pinturas de Escolas e Arranjos Exteriores;;Ajuste directo;03/09/2008;;;60 dias;;18.000,00 €;;Escola Secundária /3 António Nobre;600013715;323;Linha de Contraste;506349632;324;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;;Programa de Apoio à Realização de Pinturas de Escolas e Arranjos Exteriores;;;;;
241;;Produção de espectáculos com Luís Filipe Reis e José Malhoa, na Feira do Monte/2008.;;Ajuste directo;03/09/2008;;;2 dias;;21.650,00 €;;Câmara Municipal de Santiago do Cacém;502130040;325;Além-Arte – Produção de espectáculos, Lda.;505748215;326;;;;Alínea e) do nº 1 do artº 24º do CCP.;Não aplicável;;;Produção de espectáculos com Luís Filipe Reis e José Malhoa, na Feira do Monte/2008.;;;;;
242;;Aquisição de 100 embalagens de papel higiénico;;Ajuste directo;03/09/2008;;;3 dias;;950,40 €;;Câmara Municípal de Loulé;502098139;283;Servisan – Produtos de Higiene, S.A.;500246530;327;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 100 embalagens de papel higiénico;;;;;
243;;Passagem aérea Amesterdão – Lisboa -Amesterdão do Grupo “The Royal Wird Music”;;Ajuste directo;03/09/2008;;;5 dias;;5.453,14 €;;Câmara Municípal de Loulé;502098139;283;Viagens Abreu, S.A.;500297177;328;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Passagem aérea Amesterdão – Lisboa -Amesterdão do Grupo “The Royal Wird Music”;;;;;
244;;Aquisição de Hardware;;Ajuste directo;03/09/2008;;;3 dias;;224,92 €;;Câmara Municípal de Loulé;502098139;283;Visual Forma, Lda.;503536717;321;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de Hardware;;;;;
245;;Aquisição de 3 impressoras;;Ajuste directo;03/09/2008;;;3 dias;;357,44 €;;Câmara Municípal de Loulé;502098139;283;Algardata – Sistemas Informáticos, S.A.;502420227;320;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 3 impressoras;;;;;
246;;Aquisição de 2 impressoras;;Ajuste directo;03/09/2008;;;3 dias;;604,00 €;;Câmara Municípal de Loulé;502098139;283;Algardata – Sistemas Informáticos, S.A.;502420227;320;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 2 impressoras;;;;;
247;;Monumento em Memória do Prelado Cardeal Saraiva;;Ajuste directo;03/09/2008;;;180 dias;;78.750,00 €;;Câmara Municipal de Ponte de Lima;506811913;329;Manuel  Salvador Gonçalves Vieira;128341343;330;;;;Alínea e) do n.º 1 art.º 24º, do Decreto –Lei nº 18/2008 de 29 de Janeiro;Não aplicável;;;Monumento em Memória do Prelado Cardeal Saraiva;;;;;
248;;Aquisição de Hardware;;Ajuste directo;03/09/2008;;;3 dias;;77,38 €;;Câmara Municípal de Loulé;502098139;283;Visual Forma, Lda.;503536717;321;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de Hardware;;;;;
249;;Aquisição de 2 impressoras;;Ajuste directo;03/09/2008;;;3 dias;;178,00 €;;Câmara Municípal de Loulé;502098139;283;Algardata – Sistemas Informáticos, S.A.;502420227;320;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 2 impressoras;;;;;
250;;Aquisição de 1 viatura de transporte de passageiros de 9 lugares, modelo Transit 330L Kombi;;Ajuste directo;03/09/2008;;;3 dias;;23.724,37 €;;Câmara Municípal de Loulé;502098139;283;Ford Lusitana, S.A.;500118035;331;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de 1 viatura de transporte de passageiros de 9 lugares, modelo Transit 330L Kombi;;;;;
251;;Casa Senna;;Ajuste directo;06/08/2008;;;30 dias;;8.931,72 €;;Câmara Municípal de Setúbal;501294104;39;Casa Senna;500244502;333;;;;Não Preenchido;Não aplicável;;;Casa Senna;;;;;
252;;Reparação do sistema eléctrico da viatura BQ-29-05;;Ajuste directo;03/09/2008;;;3 dias;;33,04 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do sistema eléctrico da viatura BQ-29-05;;;;;
253;;Reparação da viatura 37-AG-32;;Ajuste directo;03/09/2008;;;3 dias;;509,80 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação da viatura 37-AG-32;;;;;
254;;Aquisição de serviços – Actuação da cantora Soraya Rodrigues – Festas do Pescador 2008.;;Ajuste directo;03/09/2008;;;1 dias;;343,75 €;;Câmara Municípal de Albufeira;503539473;120;Soraya Cristina Alves Rodrigues;193471434;335;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de serviços – Actuação da cantora Soraya Rodrigues – Festas do Pescador 2008.;;;;;
255;;Aquisição de serviços – Actuação da artista Isabel do Valle - Festas do Pescador;;Ajuste directo;03/09/2008;;;1 dias;;3.750,00 €;;Câmara Municípal de Albufeira;503539473;120;Isabel Maria M. do Valle Franco M. da Silva;101628889;336;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de serviços – Actuação da artista Isabel do Valle - Festas do Pescador;;;;;
256;;Aquisição de serviços – Actuação da Banda Filarmónica de Paderne – Recepção da Imagem Peregrina  de Nossa Sra. de Fátima em Paderne;;Ajuste directo;03/09/2008;;;1 dias;;600,00 €;;Câmara Municípal de Albufeira;503539473;120;Sociedade Musical e Recreio Popular de Paderne;501638180;337;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de serviços – Actuação da Banda Filarmónica de Paderne – Recepção da Imagem Peregrina  de Nossa Sra. de Fátima em Paderne;;;;;
257;;Aquisição de serviços – Substituição de Painel de dispensador de senhas.;;Ajuste directo;03/09/2008;;;1 dias;;1.785,60 €;;Câmara Municípal de Albufeira;503539473;120;Fujitsu Services - Tecnologias de Informação, Lda.;500646791;338;;;;Alinea f) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Substituição de Painel de dispensador de senhas.;;;;;
259;;Aquisição de serviços – Alojamento da cantora Mariza;;Ajuste directo;03/09/2008;;;1 dias;;2.386,65 €;;Câmara Municípal de Albufeira;503539473;120;Star Viagens e Turismo, SA.;500886113;121;;;;Alinea h) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de serviços – Alojamento da cantora Mariza;;;;;
260;;Execução de acesso em betão poroso na Praça Cupertino de Miranda;;Ajuste directo;03/09/2008;;;7 dias;;9.823,00 €;;Inframoura, Empresa de Infraestruturas de Vilamoura, EM;504915266;168;Pisobetão – Sociedade de Pavimentação em Betão, Lda.;502325194;341;;;;Não Preenchido;Não aplicável;;;Execução de acesso em betão poroso na Praça Cupertino de Miranda;;;;;
261;;Fornecimento de software Microsoft;Aquisição de bens móveis;Ajuste directo;03/09/2008;03/09/2008;23/09/2008;15 dias;Portugal, Lisboa, Lisboa;15.320,00 €;15.320,00 €;Direcção-Geral das Autarquias Locais – DGAL;600035972;342;CPCis – Companhia Portuguesa de Computadores Informática e Sistemas, S.A.;501267255;22;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;48200000-0, Pacote de software para ligações em rede, Internet e intranet;Fornecimento de software Microsoft;;;;;
258;;Aquisição de bens – Execução de 7 Salvas e 50 Placas de Estanho.;;Ajuste directo;03/09/2008;;;1 dias;;4.521,60 €;;Câmara Municípal de Albufeira;503539473;120;Tutibrinde, Lda.;501973249;339;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Execução de 7 Salvas e 50 Placas de Estanho.;;;;;
263;;Fornecimento de software Symantec e CheckPoint;Aquisição de serviços;Ajuste directo;03/09/2008;03/09/2008;19/09/2008;5 dias;Portugal, Lisboa, Lisboa;5.875,77 €;5.875,77 €;Direcção-Geral das Autarquias Locais – DGAL;600035972;342;Normática – Serviços de Informática e Organização, S.A.;501782230;119;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;72268000-1, Serviços de fornecimento de software;Fornecimento de software Symantec e CheckPoint;;;;;
265;;Fornecimento de equipamento de micro-informática (Toshiba);Aquisição de bens móveis;Ajuste directo;03/09/2008;03/09/2008;15/10/2008;15 dias;Portugal, Lisboa, Lisboa;6.751,75 €;6.751,75 €;Direcção-Geral das Autarquias Locais – DGAL;600035972;342;Prológica – Sistemas Informáticos, S.A.;501432507;76;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;30213100-6, Computadores portáteis;Fornecimento de equipamento de micro-informática (Toshiba);;;;;
267;;Reparação do sistema eléctrico da viatura 21-56-BJ;;Ajuste directo;03/09/2008;;;3 dias;;130,00 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do sistema eléctrico da viatura 21-56-BJ;;;;;
268;;Aquisição de Fax Nashuatec modelo F 110;;Ajuste directo;03/09/2008;;;3 dias;;392,50 €;;Câmara Municípal de Loulé;502098139;283;Beltrão Coelho (Algarve) Equipamento de Escritório, Lda.;502098317;122;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de Fax Nashuatec modelo F 110;;;;;
